"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","NH3N","HWsum"
"66","4","0","0","0","0","1","1","1","1","1","0","1",834.788078039708,7.15110650021689,10589.9707932626,208.109002025148,7.10048817131482,60.2398709636466,657.478742562106
"67","4","0","0","0","0","1","1","1","1","1","0","1",357.224800404692,7.2192156026029,7875.86106212408,154.772625729993,10.9298062332496,51.7256586828921,657.807745088242
"68","4","0","0","0","0","1","1","1","1","0","0","0",9128.40839224487,7.92726896321,51920.3235758016,1020.31317519798,142.740547969161,168.857424469825,687.587226357988
"69","4","0","0","0","0","0","1","0","0","0","0","0",922.915237863596,7.60719073063012,5185.14425176162,101.895955763818,4.17338075394304,30.0771620004999,689.003912622709
"703","4","0","0","0","0","0","0","0","0","1","0","0",8.70994428098124,7.42601422960658,214.938242990524,4.2238627583517,0.0396263549240967,0.305977612629292,705.253773110248
"71","4","0","0","0","0","1","1","1","0","1","0","0",220.502084808433,8.13724782793907,2106.23764087004,41.3907669800405,1.54204739093269,1.49649940332738,648.876925706345
"723","5","0","0","0","0","1","1","1","1","0","0","0",4895.69377460398,7.97086313483446,26063.5826383055,512.188964238853,24.8822733979799,393.24977711487,637.287097554538
"735","4","0","0","0","0","1","1","1","1","1","0","1",524.954424856824,7.1060990568203,4634.49649470557,91.0748914141538,4.76923852142179,56.9295364178596,611.463860985763
"74","4","0","0","0","0","0","0","1","1","0","0","0",2632.28393593883,7.544056055,15943.6102211201,313.316143770722,15.2209799335898,58.7004686469527,664.901948146517
"75","5","0","0","0","0","1","1","1","0","0","0","0",997.117484354693,8.37923503294999,6350.25306038464,124.792112524167,6.06243335630883,3.40902336287545,1229.67249904605
"7610","4","0","0","0","0","0","1","0","0","0","0","0",634.222164474685,7.36046331644828,3733.58148019537,73.3705437834718,3.28112803811617,14.7425243330375,930.837531678482
"772","4","0","0","0","0","1","1","0","1","1","0","0",1015.73834175659,7.43892948864303,16283.3564335173,319.992672632019,43.6639428471494,66.1087898173556,920.392396551369
"785","4","0","0","0","0","1","1","1","1","1","0","1",350.983555168832,7.23849701049959,7413.4843270403,145.686220984942,10.8507222512232,53.702919654741,661.313608334611
"793","4","0","0","0","0","0","0","1","1","0","0","0",3618.43739264181,7.544056055,18804.7369695364,369.541627669156,17.9524286014821,69.2344367205222,600.354314990234
"802","4","0","0","0","0","1","1","0","1","1","0","0",1621.32749860126,7.47142611829168,16510.8851754183,324.463957786414,57.8106948597496,120.357275954778,631.8568869739
"814","4","0","0","0","0","1","1","1","0","0","1","0",3477.21797319453,7.38592639302936,8720.62565071734,171.373532225902,2.69170471921107,96.6945571929019,798.442610398113
"823","2","0","0","0","0","0","0","0","0","1","0","0",70.7557326370827,7.15295924164646,707.626681292851,13.9059384869895,0.834725341289482,1.92170243296305,860.023566869242
"83","4","0","0","0","0","1","1","0","1","1","0","0",1509.94668593832,7.29816937987494,17793.9514481575,349.678157747148,64.9727019434609,216.868585708467,726.50258147694
"841","5","0","0","0","0","1","1","1","0","0","0","0",1977.89870025271,8.38679088159138,9951.74549394124,195.566906000912,9.50069127311119,14.9153259470453,1400.70093652807
"8510","4","0","0","0","0","1","1","1","0","1","0","0",417.131291989719,8.058703743187,4762.3769025784,93.5879355796185,2.66190885957635,2.64528654470448,737.84544185086
"86","3","0","0","0","0","1","1","1","0","0","1","1",602.526815814665,8.2330545290388,5576.95689447751,109.595668982482,19.0214462704491,10.7046694665821,1073.43266293679
"8710","4","0","0","0","0","0","0","0","0","1","0","0",11.7061906773031,7.34615892293172,220.041895156726,4.32415727088249,0.026447294994165,0.286354631627483,706.839981924788
"882","4","0","0","0","0","0","0","1","1","0","0","0",1686.09586724521,7.544056055,7476.31993180669,146.921035979124,7.13746222579632,27.5259792260265,695.605579586621
"898","4","0","0","0","0","1","1","1","1","0","0","0",8161.88409218681,7.95936693530128,52707.8767406467,1035.78979050684,130.933793305729,162.916234288011,699.620088194423
"901","4","0","0","0","0","1","0","1","1","0","0","0",562.587771452983,8.32970154267723,7952.12762454037,201.563180202951,6.97624493834789,186.278853065158,682.451581812138
"9110","4","0","0","0","0","0","1","1","1","1","1","0",587.849076703708,7.96580625620352,16798.0071022419,330.106339482475,16.0366520196404,13.7962891266076,897.364626201112
"9210","4","0","0","0","0","0","0","1","1","0","0","0",4004.76061668469,7.544056055,19725.8608072021,387.643109376526,18.8318032974311,72.6257891310168,688.901581102086
"9310","5","0","0","0","0","1","1","1","0","0","0","0",2128.35727036037,8.36146654297717,10953.7335868208,215.257493093827,10.4572651227875,16.7534596149903,705.785098223453
"94","5","0","0","0","0","1","1","0","0","0","0","0",28435.0582918897,7.19850944700246,118613.047653616,2330.92644530242,110.837110215755,70.8164582735996,688.035026886836
"9510","4","0","0","0","0","0","1","0","0","0","0","0",594.575666118238,7.99819535237146,4684.44886717304,92.0565313867638,2.81125856123171,29.4105794429617,722.714818282295
"961","5","0","0","0","0","1","1","0","0","0","0","0",23450.469918047,8.44105810368788,94545.5736925894,1857.96404649938,93.9586537239689,214.596902169021,1546.24228343938
"97","3","0","0","0","0","0","0","1","0","0","0","0",387.61969985586,7.544056055,1383.87850556106,27.1953134100044,1.32115541424091,5.09510178100191,771.663303939303
"98","3","0","0","0","0","0","0","0","0","1","1","0",0.732946761027931,8.06727839662384,57.6361214779317,0.130507103143102,0.000874978225369746,0.00859973128311336,852.226545973568
"99","4","0","0","0","0","1","1","0","1","1","0","0",951.41049723045,7.25567663127932,15861.4286295242,311.701150727004,22.8866462968336,128.90212577502,746.283880790287
"100","5","0","0","0","0","1","1","1","1","0","0","1",8849.731282796,7.26132764998621,51077.2189176297,1262.19186710858,41.6336579187974,165.121666495934,857.75743732951
"1018","4","0","0","0","0","0","1","0","0","0","0","0",754.299496903716,7.85039250925615,4641.31436484953,91.2088729388567,3.41587397227283,27.7715025697392,703.250053171928
"1021","5","0","0","0","0","1","1","1","0","0","0","0",1346.32223166488,8.07360867472182,8840.86322400197,173.736383052551,8.44015877694838,8.49991491366178,1819.98381495847
"1037","4","0","0","0","0","0","0","0","0","1","0","0",8.84830748338189,7.32168045425914,205.950724648312,4.04724437942904,0.0227238981637689,0.553080293159523,996.412325736148
"104","2","0","0","0","0","0","0","0","0","1","0","0",62.2583272081148,7.544056055,320.987282731421,6.30788737521634,0.306438813019845,1.181796573331,942.752858593095
"10510","5","0","0","0","0","1","1","0","0","0","0","0",32266.5491677631,7.7448082573697,104382.136574689,2051.26743885485,95.9599099850413,957.942558707558,739.207150768957
"1066","5","0","0","0","0","1","1","0","1","0","0","0",1450.95140572196,7.52955495835977,12645.3998069599,248.501302329306,10.8190133329513,103.50168619572,601.290813963455
"107","4","0","0","0","0","1","1","1","0","1","0","0",380.184082837538,8.26193583952681,3778.1457905462,74.2463001343446,1.2215352190878,2.42929087686363,750.83783527963
"108","4","0","0","0","0","0","1","1","0","1","0","0",376.244440505605,7.54457469226119,1635.66964920793,32.1433916058247,7.03093233370511,22.7644483842375,1110.74158433739
"10910","4","0","0","0","0","1","1","1","0","0","1","0",792.147487613931,8.10494504965029,10969.8520070088,215.574244521085,0.675264236116782,162.739512348799,810.268638546941
"110","4","0","0","0","0","0","0","1","1","0","0","0",4412.21635665444,7.544056055,20719.714273236,407.173838700101,19.7806112185851,76.2849142245395,719.119957329634
"1115","4","0","0","0","0","1","1","1","0","1","0","0",365.622231812694,8.0410510412368,4851.86836544354,95.3465786752482,3.08621571645169,3.09290847192966,746.768099523128
"1127","4","0","0","0","0","0","1","1","0","1","0","0",218.012687580469,7.24681535998119,1658.42497648399,32.5905683304935,6.29196990525514,24.7973125283164,810.51213195045
"1133","5","0","0","0","0","1","1","0","0","0","0","0",28423.3694323038,7.76284536514238,103178.295323429,2027.61013149418,65.2218993095968,116.037414678839,629.274858451194
"1147","4","0","0","0","0","0","1","1","0","1","0","0",634.324189064081,6.56844991525502,3145.37039188255,61.8113029763893,11.2842250492325,71.9440296888165,764.428903141404
"115","4","0","0","0","0","0","1","1","0","1","0","0",268.016081459585,7.48783277645037,1999.25712823174,39.2884375108537,6.27618847418206,2.5937244365833,976.410548006354
"116","5","0","0","0","0","1","1","1","0","0","0","0",693.772908723168,8.32903124358261,4765.74291147437,93.6540827555477,4.54973975356789,10.6479014541069,1426.38769604758
"117","4","0","0","0","0","1","1","1","0","1","0","0",600.372863696418,8.39053799153313,4367.26725005731,85.8234311223576,1.41200764998623,2.80808710848488,881.362028540176
"1183","4","0","0","0","0","0","1","0","0","0","0","0",532.861554643703,7.34301537946106,4684.97526146311,92.0668758632861,4.13942256670678,39.8990760304779,836.808985624854
"119","5","0","0","0","0","1","1","0","1","0","0","0",1143.9902546752,7.63524414503261,11111.3937788204,218.355755176817,9.50656517690179,77.4791832814319,1155.09905553815
"1202","3","0","0","0","0","0","0","1","0","0","0","0",409.265259370194,7.544056055,1431.78436648992,28.1367363006812,1.36688998355962,5.27147943008124,1202.54422887623
"1212","4","0","0","0","0","0","1","1","1","1","1","0",674.264535146886,7.85489172887954,21262.6766743262,417.843874084251,20.2989643203565,33.8619635579176,1493.18126301273
"1225","4","0","0","0","0","1","1","0","1","1","0","0",1288.46831575832,7.44260483386093,16934.3459050468,332.78560395345,49.8879649555474,139.121299507013,741.793217530566
"123","4","0","0","0","0","1","0","1","1","0","0","0",6545.55697373217,6.84574333638731,20351.2143134549,194.612937524878,4.86434063259025,11.7584247117024,813.125745390262
"124","5","0","0","0","0","1","1","1","0","1","0","0",13.6383163832277,7.11281933868773,93.5040507562608,1.83749653934592,0.0892660607556874,0.816714067691937,709.441605253294
"1251","4","0","0","0","0","0","1","1","0","1","0","0",243.645214180322,7.32473253599717,1426.28211881401,28.0286087777307,4.41044191564696,21.0084373721667,818.22624856676
"126","4","0","0","0","0","0","1","0","0","0","0","0",765.081014635563,7.4047820998289,6516.989952579,128.068745573605,5.56173158588819,33.4206670369022,797.102994238418
"1272","4","0","0","0","0","1","0","0","0","0","0","0",2056.84896230858,7.65222121418354,16112.4157687561,316.633428999936,23.1203223853884,42.49373488802,647.179259994545
"12810","5","0","0","0","0","0","0","1","1","1","0","1",4126.2133073956,8.10269273449322,34917.4902480063,1313.50076847995,29.2291409577695,838.040403241263,943.808596052443
"12910","4","0","0","0","0","0","1","0","0","0","0","0",670.990768094847,7.27290167486675,4570.38939032029,89.8150895139313,3.10499307679944,17.8457687387522,908.057350360718
"13010","4","0","0","0","0","1","0","1","1","0","0","0",2704.11266435504,7.51448280796306,13605.2522076182,130.10319959778,2.38683119412716,117.938262779413,931.924983506888
"13110","4","0","0","0","0","0","1","1","0","1","0","0",210.885612935396,7.33151966665274,1820.19184957778,35.7695329562834,5.29968380646787,13.7040385229699,1090.56157696627
"1322","4","0","0","0","0","0","0","0","0","1","0","0",10.3497092505311,7.32325514571217,203.864780940581,4.0062524191732,0.0411404013423654,1.09286937398365,770.754953545333
"1333","4","0","0","0","0","1","1","1","0","0","0","0",1514.2607939887,8.13634695460647,7208.2860918746,103.662821285416,0.848188375011326,16.8694143960948,786.975943284163
"134","4","0","0","0","0","0","0","1","1","0","0","0",2814.62306923145,7.544056055,13582.280684999,266.912433834618,12.9666756100344,50.00663152539,761.713569000931
"135","4","0","0","0","0","0","1","1","0","1","0","0",545.558799202754,6.55445280088871,2616.94319660326,51.4269064196449,9.38845741499425,51.1803205202101,817.450708383061
"1361","4","0","0","0","0","0","0","0","0","1","0","1",984.617592013273,7.84359830748584,10655.9746277817,209.406077540468,10.1730018344103,52.1069729264556,715.642919706188
"1372","5","0","0","0","0","1","1","0","1","0","0","0",2271.35589524246,7.39499260576265,8329.88224726557,163.694831212528,5.38693021086848,69.7584256671782,605.145621904126
"138","3","0","0","0","0","0","0","1","0","0","0","0",430.233627416991,7.544056055,1557.31133064482,30.6035316993772,1.4867275475592,5.73363897358506,601.350744173745
"1391","2","0","0","0","0","0","1","0","0","1","0","0",52.3734593724906,7.544056055,383.154402171724,7.52956564353548,0.365788261796086,1.41068068395604,864.9698490246
"1401","4","0","0","0","0","0","1","1","0","1","0","0",279.414647243572,7.99970138039136,2403.7050198026,47.2364525465502,5.25276559968013,2.59188535103574,885.412251301388
"1413","4","0","0","0","0","1","1","1","1","1","0","1",429.365496577816,7.43910860714783,6783.68573518773,133.309722563601,7.22170698633417,68.439213779727,785.698794073969
"14210","3","0","0","0","0","1","0","1","0","0","1","0",71.351402041316,8.58507842433036,471.967546026707,9.2748787418032,0.45057602708054,0.14485603287816,1273.39287149608
"1431","5","0","0","0","0","1","1","1","1","0","0","0",18193.2304969838,7.54753499944142,87305.9900254929,3804.63804736554,47.3145259111097,273.201104742882,993.345389246906
"1442","5","0","0","0","0","0","0","1","1","1","0","1",5924.50922727726,8.46956020484639,30159.2266138974,1047.4986677791,46.784822233188,739.084910928185,863.971343314876
"1451","4","0","0","0","0","1","1","1","0","0","1","0",2800.17776888706,7.53780237467132,8503.84647071641,167.113492257053,2.1417378250231,83.940323189603,687.215730548376
"1461","2","0","0","0","0","0","0","0","0","1","0","0",18.9655789964832,6.97396609360999,399.51672292907,7.8511100850035,0.613428040513558,0.474451409061268,985.354477904698
"147","3","0","0","0","0","0","0","1","0","0","0","0",373.991019172699,7.544056055,1473.82952004756,28.9629873916157,1.40702947732159,5.4262793898348,841.60056352624
"148","4","0","0","0","0","1","0","1","1","0","0","0",2673.82049514401,7.58077501902696,11993.2526235811,114.688101044202,1.79527609865873,149.880309112819,951.139671602205
"149","3","0","0","0","0","0","0","0","0","1","1","0",2.1190174825034,7.83956069361614,80.5244573079981,0.419461537428987,0.00235933285095007,0.0320249625481449,1439.91431516177
"150","5","0","0","0","0","0","0","1","1","1","0","1",5331.29845439956,8.37114279233307,21679.8717794856,1262.45317547617,32.1226578879356,573.265947908039,904.481609445064
"151","4","0","0","0","0","0","0","1","1","0","0","0",3700.14052436503,7.544056055,18005.7405289489,353.840134676438,17.1896459763163,66.2927274807094,629.767983742473
"152","5","0","0","0","0","1","1","1","0","1","0","0",15.8761109287064,7.26718491493065,90.0301172563955,1.76922847267986,0.0859495802094774,0.938782839236781,1184.66077189381
"153","5","0","0","0","0","1","1","1","0","0","0","0",992.368047737866,8.08053902376077,7134.09501353047,140.195796794773,6.81074835352023,20.9163999732397,987.606380605849
"154","4","0","0","0","0","0","1","1","0","1","0","0",305.147436770846,7.64278914603529,2042.01503710871,40.1286953280947,6.51912648074678,2.38985272491567,780.607315612674
"155","4","0","0","0","0","1","1","1","0","1","0","0",639.95422168978,8.37800803551651,3653.70945148543,71.800937177623,1.1813029521858,2.34928018381529,807.875166117898
"156","4","0","0","0","0","1","0","1","1","0","0","0",6366.28869883639,6.84528596485901,20059.9153878063,191.827327848679,4.79471445802862,13.251805082364,812.837085108906
"157","4","0","0","0","0","0","0","0","0","1","0","0",67.1041732829736,8.06850571565456,1138.69731304166,22.3771307790444,0.141015117118542,2.00746544890839,1632.52507826519
"158","4","0","0","0","0","1","1","0","1","1","0","0",1301.71073419967,7.45624041837714,17051.8859894935,335.095445060855,50.8498107885313,103.0727866869,857.408345833064
"159","3","0","0","0","0","0","0","0","0","1","1","0",0.711534126298314,7.97375933395606,43.5247072027996,0.159784187770431,0.00108868975594052,0.033025513148312,992.856341551618
"160","5","0","0","0","0","1","1","0","1","0","0","0",788.29788951112,7.53491041179896,6455.08570393917,126.852233096011,5.52277186739965,38.6545867546182,871.729295079571
"161","5","0","0","0","0","1","1","0","1","0","0","0",2239.39161132344,6.8537775104774,8631.27039923728,169.617565894309,7.39522202423753,111.794289748651,703.088924867979
"162","4","0","0","0","0","1","1","1","1","1","0","1",710.889957201269,7.46786756086723,6192.89732149293,121.699833408067,7.42135675630672,143.800070797451,1091.04606987819
"163","3","0","0","0","0","0","0","1","0","0","0","0",417.116498671801,7.544056055,1526.61938935832,30.0003884619494,1.45742669190329,5.62063876142202,592.374081881711
"1641","4","0","0","0","0","0","1","1","0","1","0","0",196.667851053202,7.4513482843773,2026.2137298284,39.8181756502403,7.35673722024565,50.4490198820387,994.887448676336
"1651","4","0","0","0","0","0","1","0","0","0","0","0",782.209461291635,7.24057872607787,5568.75357622385,109.434461312213,3.30288310472853,21.8575393049512,834.379294962208
"1661","4","0","0","0","0","0","0","0","0","1","0","0",14.6770082605074,7.14961505817709,246.927880311385,4.85250769324522,0.038043061683598,1.62134713227977,1070.12312849621
"167","4","0","0","0","0","1","0","1","1","0","0","0",2173.79521245264,7.72488263491597,10113.6696338151,96.7141776632104,1.74067862796688,141.840096726646,1304.15571460304
"168","4","0","0","0","0","1","1","1","0","0","1","0",4030.84980783842,7.83074093391569,9482.80683612198,186.351549530113,1.33244736816809,146.886211947359,1131.51959072752
"169","4","0","0","0","0","0","1","1","1","1","1","0",406.997958959527,7.91786621427967,13221.0002836807,259.812725517525,12.6217699259837,16.8050974291796,1376.96001304773
"170","5","0","0","0","0","1","1","0","1","0","0","0",1697.05834073529,7.03749048654824,9217.49050609629,181.137680892373,11.8225985374701,116.666621682727,984.803026390129
"171","5","0","0","0","0","1","1","0","0","0","0","0",26509.9043669055,8.28967572151139,101403.73174629,1992.73726289387,226.136950442355,230.812248610316,1007.02179639447
"172","4","0","0","0","0","0","1","0","0","0","0","0",2600.91058234667,7.5059692286666,11439.2927049709,224.799466872766,10.7002706685061,114.513098597743,895.496306061058
"173","4","0","0","0","0","0","0","1","1","0","0","0",4222.34384889344,7.544056055,20579.8565007882,404.425421126377,19.6470923796844,75.7699921494934,890.126164973634
"1741","5","0","0","0","0","1","1","0","0","0","0","0",23283.8094260917,8.21523400142254,97043.9016904109,1907.0599838568,195.484066118774,126.727173365193,931.093616393479
"175","5","0","0","0","0","1","1","0","0","0","0","0",23780.0126690312,8.44564351716767,83925.2304854781,1649.25818026472,50.5115221470941,761.978967044724,933.93921653828
"1761","4","0","0","0","0","0","1","1","1","1","1","0",355.969396065101,8.17069244392129,11787.4168619097,231.640635022484,11.2531624271248,9.6639628303051,1830.98541739791
"1771","5","0","0","0","0","1","1","0","0","0","0","0",29844.2641184008,7.09350676831857,112529.032494878,2211.3663117202,116.554507658817,238.914169757078,807.808729596802
"1781","5","0","0","0","0","1","1","0","0","0","0","0",28807.4339870801,8.47211884450214,104423.338646331,2052.07712282256,118.216134453916,157.142616336647,1024.28412978003
"179","2","0","0","0","0","0","0","0","0","1","0","0",121.80967323404,7.4805332465595,897.893631923746,17.6449728975596,0.883050324748214,3.19479172914149,719.346039064707
"180","3","0","0","0","0","0","0","0","0","1","1","0",2.34319715691011,7.37204013300497,74.012355659157,0.396542493666788,0.00186207809614739,0.0166697156841154,1143.92239264515
"1811","3","0","0","0","0","0","0","0","0","1","1","0",1.10453499736243,7.86813874291436,68.7894293572754,0.264221770111854,0.00169858779324935,0.00767147533732723,1280.21107287703
"1821","5","0","0","0","0","0","0","1","1","1","0","1",7233.39314992751,8.49832919999331,37926.1175362035,2012.70456965387,120.52300602708,953.23258114187,1077.59660616828
"1831","5","0","0","0","0","1","1","0","0","0","0","0",27970.9361638788,8.10009075395362,104422.20253158,2052.05479620857,147.319694045667,190.043072549664,864.408764591241
"184","2","0","0","0","0","0","0","0","0","1","0","0",59.8922109092213,7.49903840919858,281.401969507886,5.52997587838383,0.286969255757073,0.957365924746334,1051.61993717713
"185","5","0","0","0","0","1","1","1","0","0","0","0",855.770717387553,8.21426182427654,6330.28137095324,124.399638486717,6.04336686650719,35.764619639481,979.806087251647
"1861","4","0","0","0","0","1","1","1","1","0","0","0",9494.36935838207,7.53847374304299,45576.3781908703,895.645017931415,48.8580881291581,46.3340881353314,871.835691413095
"1871","5","0","0","0","0","1","1","1","1","0","0","0",5613.8716857903,7.86370166448949,25217.0291361283,495.552902808585,24.0740891941702,385.326214632418,853.694785022767
"188","4","0","0","0","0","1","0","0","0","0","0","0",13383.2651932957,7.11102802741776,259440.064177651,5111.76024035883,269.790875307714,277.797812044072,1032.48632298234
"1891","3","0","0","0","0","0","0","0","0","1","1","0",0.881521342553264,8.02812738377334,89.9819478777214,0.320857570896217,0.00217159664598448,0.0155709951004129,1077.62105715227
"190","4","0","0","0","0","1","1","1","1","0","0","0",12842.9173579048,7.8435536108169,47871.6860526205,940.751301780672,86.0853510957398,19.3462090324447,1048.68427460243
"1911","4","0","0","0","0","0","0","0","0","1","0","0",16.8195434188984,7.23176781762245,324.816781494766,6.38314283910222,0.0371072217039093,0.51643537389424,1179.80235635272
"1921","5","0","0","0","0","1","1","1","0","1","0","0",1.28985155656794,7.15896694052178,5.10916656202916,0.10040287931434,0.00487759791740491,0.11667477818206,1598.74161437614
"193","5","0","0","0","0","0","0","1","0","0","1","0",21217.9024034969,7.81098700932245,95504.3555796748,1876.80556626142,91.1757036191365,572.471103436842,1729.46238404638
"194","4","0","0","0","0","1","0","1","1","0","0","0",2396.55564791765,7.67654573656479,13677.9322538301,130.798218439105,2.93014333631385,62.9687949062465,1034.7352667247
"1951","4","0","0","0","0","0","1","1","1","1","1","0",623.856571552348,7.8864883449848,19308.23719846,379.436171503612,18.4331081135675,23.4715295165358,2603.77643668168
"196","4","0","0","0","0","0","0","0","0","1","0","0",14.3719641378066,7.34104342404553,249.682554629166,4.90664122496074,0.0314668013142291,0.581583184277595,1066.68529628353
"1971","3","0","0","0","0","0","0","0","0","1","1","0",1.03699366267688,7.87541590400808,123.419301928021,0.455883715685358,0.00300211444070551,0.0312969817049103,1238.42923634432
"198","4","0","0","0","0","1","1","1","0","0","0","0",61.1283889551075,7.12859650149958,4701.54371734125,135.281910828647,2.86186027308456,21.5462774478244,1135.87919662765
"199","4","0","0","0","0","1","1","1","0","1","0","0",233.413864046414,8.10270650039464,3236.09522047779,63.5941835796911,1.04628156330613,1.83701818600581,856.0916354512
"2001","4","0","0","0","0","1","1","1","0","0","1","0",4200.79897716397,7.3341328927504,8683.56109219128,170.645157395653,2.45718068802152,119.168555992576,1026.97500629351
"2011","4","0","0","0","0","0","0","0","0","1","0","0",12.5254297746523,6.41080359037809,240.634787452407,4.72883886521237,0.0362157581032109,1.23889590261369,1061.3069474358
"2021","5","0","0","0","0","0","0","1","1","1","0","1",8586.2167750988,8.15948067044028,38618.6513161826,1790.2661016335,149.001928179921,848.110638042199,1141.98677992618
"203","4","0","0","0","0","0","0","0","0","1","0","1",529.576604438055,7.78810981170664,5731.24171701819,112.6275999344,5.47147816438342,28.0255136531387,955.406721157482
"2041","4","0","0","0","0","0","1","1","0","1","0","0",254.652336131274,7.40061149603615,1964.18917687593,38.5992990314483,5.73662756896291,7.9421900607862,1248.14534939628
"2051","3","0","0","0","0","1","0","1","0","0","1","0",364.210929449618,7.72397417543459,1592.21977143323,31.2895355549244,1.52005379362316,5.318163632254,1214.2847569795
"2061","3","0","0","0","0","1","0","1","0","0","1","0",368.5109889535,7.2540019367489,1522.62442640673,29.9218813762983,1.45361279678785,8.9388945299387,1325.19009797535
"2071","5","0","0","0","0","1","1","1","1","0","0","0",4236.00770224728,8.10555144275654,28378.606285085,564.259266961846,26.2512212939705,401.22162317146,631.890329514746
"2081","4","0","0","0","0","1","1","1","0","0","1","0",1881.95801501498,7.38135678677669,8658.28766848702,170.148496228385,3.24030271627791,62.5874792606801,1122.55105938081
"2091","5","0","0","0","0","1","1","1","0","1","0","0",12.3400768866451,7.03624793946595,63.8479420364424,1.25470898465725,0.0609540893307134,0.322747347112745,1910.94605671186
"2101","4","0","0","0","0","1","1","1","1","1","0","1",915.500107047253,7.28262944671703,9498.30784202005,186.656167843267,17.3833360971906,36.8588072377117,1645.01047930182
"2111","5","0","0","0","0","1","1","0","0","0","0","0",23182.0940428524,8.56053332368064,95546.3449751793,1877.63072113148,61.0629134220188,217.084143373799,1367.50905849149
"2121","5","0","0","0","0","1","1","0","1","0","0","0",962.208350326126,7.48256533783087,7296.4715856558,143.386742910519,6.24263562931786,50.791471897068,1002.80402720185
"2131","4","0","0","0","0","1","0","1","1","0","0","0",3328.11304233797,7.53036960916834,14088.2230618391,134.721714025877,3.67507001407526,231.170714712739,966.436050844159
"2141","4","0","0","0","0","0","0","0","0","1","0","0",18.8347781006812,7.27241791292101,405.058416559361,7.96001277745676,0.051451882307383,0.851317703860066,1873.31744965611
"2151","5","0","0","0","0","1","1","1","0","0","0","0",864.6133947853,8.00785507665715,6553.56116426535,128.787425417621,6.25652669686125,28.1831051209569,894.40304704296
"2161","4","0","0","0","0","0","1","1","0","1","0","0",414.662101596608,7.29811473964524,1584.36194807805,31.1351173964548,5.03075816366395,12.7073617466826,718.985079795001
"2171","5","0","0","0","0","1","1","1","0","0","0","0",834.970848593395,8.25596818983777,5039.84035601624,99.0405136077828,4.81141396974382,22.4434525341541,888.545086316507
"2181","5","0","0","0","0","0","0","1","1","1","0","1",4089.06203849079,8.08169371180122,34400.4425083187,1273.49040342857,27.3867967579816,831.883889017256,860.243295338171
"219","3","0","0","0","0","1","0","1","0","0","1","0",257.28154363235,7.45839157616647,1508.19598236837,29.6383405445172,1.43983830919257,25.8069842353323,1292.82816530701
"2201","4","0","0","0","0","1","1","1","1","1","0","1",841.634049191675,6.89071322920237,6888.50422187443,135.369564937741,11.6271159624401,95.6864238831447,1494.22231495343
"2211","4","0","0","0","0","1","1","1","1","0","0","0",8052.25113950777,7.54465283749365,44030.0952523911,865.258210896473,52.8268747113692,14.5322814055067,1120.60937723244
"2221","4","0","0","0","0","0","0","0","0","1","0","0",9.86241937951173,7.35440654466134,219.032777096611,4.30432656920499,0.0334653105460086,0.376207203554299,990.5536067886
"223","3","0","0","0","0","1","0","1","0","0","1","0",40.9996272083698,8.82248655379387,635.928056846126,12.4969516809662,0.607105170489082,1.06368502617814,1318.39393261547
"2241","5","0","0","0","0","1","1","1","0","1","0","0",5.43074265747424,7.00370918812583,20.2170993638248,0.397296692278386,0.0193007771272174,0.357643293649424,1314.9654511525
"2251","5","0","0","0","0","0","0","1","1","1","0","1",6408.11872202191,8.50388600351708,35914.335559321,1738.9676388668,107.634920115157,938.133135667574,1172.52136187108
"226","5","0","0","0","0","1","1","1","0","1","0","0",40.2631571399232,7.11432207375189,599.440419235647,11.7799142086079,0.57227130292559,3.10465626742621,731.025295417111
"227","4","0","0","0","0","0","1","1","0","1","0","0",329.07067317511,7.35601061663348,1666.73646777817,32.7539017538086,5.597501950101,8.11248502220493,1039.19668280703
"228","4","0","0","0","0","0","0","0","0","1","0","1",526.315757813421,7.75846075366963,5695.86104619503,111.932316048304,5.43770109170493,27.8520264279706,1100.15536188319
"229","5","0","0","0","0","1","1","1","0","1","0","0",474.814985558694,7.35923258715699,3888.56705978739,76.4162457020591,3.71232113532337,9.81991614963696,1364.9500948605
"230","5","0","0","0","0","1","1","1","0","1","0","0",4.58348139063548,7.13731073479334,38.3340803290075,0.753322870742894,0.0365966216202655,0.352329964974895,1194.68816725883
"2311","5","0","0","0","0","1","1","0","0","0","0","0",26788.1048793934,8.40631016067664,98698.8284295614,1939.58180668934,255.169447852162,270.293000736125,1332.38324831498
"2321","4","0","0","0","0","0","1","1","1","1","1","0",592.660034163049,7.97563415298288,11139.2329211671,218.902836652333,10.6343568643488,24.9618760024779,1371.55103432046
"2331","3","0","0","0","0","0","0","0","0","1","1","0",1.33364199974653,7.7714187493984,87.9075848546345,0.269863450489421,0.00215834204958309,0.0103063387982883,1359.15761080996
"234","5","0","0","0","0","1","1","0","0","0","0","0",26954.8939991047,8.38842441506839,99145.0155112748,1948.350060176,253.545603827509,273.285025990941,1332.76821471345
"2351","4","0","0","0","0","1","1","1","0","0","1","0",928.623346795595,7.73146506480135,8073.55062895692,158.657525766167,1.76521730423905,105.636477626982,956.407821486524
"2361","4","0","0","0","0","1","0","1","1","0","0","0",3020.63571293979,7.5428690116321,20941.5381733342,200.258038533898,12.6187471556683,125.295703053524,1670.62487966702
